[912, 483, 955, 977, 335, 396, 149, 630]
[284, 838, 460, 251, 318, 697, 979, 345]
[271, 387, 548, 449, 142, 918, 330, 529]
[118, 794, 851, 540, 115, 785, 518, 898]
[627, 331, 307, 685, 773, 273, 662, 92]
[955, 235, 417, 400, 145, 565, 872, 90]
[816, 678, 694, 926, 126, 753, 755, 223]
[224, 578, 970, 348, 679, 228, 517, 552]
[381, 431, 622, 236, 411, 427, 276, 668]
[917, 708, 473, 683, 998, 82, 687, 755]
[912, 869, 673, 136, 459, 417, 510, 806]
[282, 137, 808, 414, 130, 445, 880, 855]
[511, 113, 678, 637, 310, 346, 625, 438]
[939, 85, 784, 468, 92, 353, 410, 868]
[869, 868, 477, 101, 485, 335, 627, 446]
[783, 666, 933, 527, 253, 758, 911, 796]
[307, 619, 676, 846, 612, 927, 537, 379]
[416, 238, 607, 667, 260, 470, 595, 670]
[727, 110, 181, 481, 368, 220, 566, 898]
[334, 474, 160, 451, 611, 457, 956, 853]
[339, 693, 316, 354, 813, 379, 245, 281]
[388, 241, 732, 357, 123, 812, 506, 939]
[272, 794, 769, 792, 729, 380, 336, 727]
[899, 793, 250, 395, 661, 908, 536, 596]
[791, 378, 166, 877, 663, 435, 984, 680]
[309, 76, 187, 403, 599, 141, 967, 868]
[704, 594, 96, 474, 408, 911, 787, 722]
[845, 493, 130, 272, 842, 581, 674, 229]
[560, 961, 445, 642, 887, 430, 628, 110]
[746, 474, 108, 307, 621, 250, 652, 176]
[501, 181, 250, 138, 91, 100, 800, 612]
[946, 549, 947, 677, 657, 719, 623, 706]
[944, 568, 548, 977, 444, 534, 847, 439]
[837, 889, 298, 518, 956, 395, 995, 654]
[477, 607, 393, 914, 283, 683, 546, 818]
[392, 146, 454, 677, 903, 430, 364, 621]
[937, 632, 362, 972, 557, 564, 399, 456]
[488, 490, 531, 896, 177, 756, 645, 432]
[920, 477, 354, 265, 420, 133, 534, 618]
[888, 297, 89, 871, 606, 545, 685, 786]
[709, 718, 175, 494, 376, 698, 465, 255]
[380, 736, 633, 540, 365, 844, 534, 641]
[707, 554, 410, 963, 915, 710, 940, 152]
[986, 111, 927, 857, 142, 756, 122, 930]
[350, 762, 963, 459, 691, 257, 722, 148]
[307, 425, 219, 508, 675, 181, 563, 324]
[922, 132, 452, 780, 643, 578, 618, 772]
[997, 777, 576, 167, 580, 295, 290, 373]
[745, 742, 202, 532, 934, 699, 728, 715]
[709, 673, 513, 403, 895, 368, 416, 121]
[229, 990, 279, 160, 903, 563, 388, 960]
[850, 719, 860, 816, 853, 272, 402, 833]
[826, 536, 917, 743, 626, 247, 477, 946]
[685, 333, 499, 856, 538, 876, 321, 764]
[865, 176, 700, 413, 604, 194, 668, 931]
[85, 960, 465, 505, 202, 821, 130, 857]
[732, 742, 873, 466, 163, 94, 489, 738]
[160, 367, 557, 107, 551, 715, 946, 273]
[770, 340, 515, 312, 774, 332, 138, 212]
[573, 613, 927, 151, 141, 522, 584, 926]
[567, 545, 901, 783, 482, 128, 491, 338]
[972, 253, 781, 435, 201, 495, 515, 126]
[428, 876, 178, 389, 755, 819, 524, 340]
[471, 605, 671, 215, 769, 540, 178, 788]
[925, 320, 600, 526, 200, 372, 678, 382]
[637, 728, 757, 851, 296, 397, 634, 553]
[618, 766, 776, 951, 176, 87, 337, 458]
[374, 287, 992, 505, 600, 696, 648, 569]
[842, 327, 611, 534, 614, 635, 775, 527]
[410, 449, 563, 890, 368, 881, 728, 79]
[616, 439, 413, 617, 935, 994, 244, 746]
[354, 340, 580, 528, 290, 83, 203, 698]
[746, 174, 546, 288, 561, 897, 235, 867]
[319, 290, 875, 525, 422, 968, 661, 690]
[857, 460, 577, 339, 900, 188, 512, 945]
[501, 314, 830, 444, 376, 819, 226, 962]
[212, 788, 740, 502, 417, 857, 468, 828]
[375, 358, 591, 107, 426, 240, 197, 700]
[456, 802, 205, 621, 791, 874, 248, 343]
[77, 517, 673, 147, 833, 876, 528, 471]
[314, 273, 763, 604, 606, 450, 568, 910]
[183, 508, 195, 563, 979, 480, 959, 589]
[330, 664, 919, 739, 347, 979, 301, 252]
[92, 824, 233, 985, 82, 396, 116, 391]
[560, 739, 668, 854, 835, 259, 867, 764]
[661, 241, 101, 851, 870, 736, 474, 500]
[97, 220, 274, 646, 232, 208, 332, 810]
[671, 129, 778, 354, 616, 986, 965, 981]
[903, 380, 512, 142, 983, 958, 985, 566]
[709, 857, 389, 264, 369, 563, 87, 751]
[900, 646, 104, 805, 911, 731, 335, 947]
[569, 294, 742, 139, 934, 674, 647, 510]
[129, 991, 850, 690, 361, 908, 831, 422]
[945, 258, 125, 556, 78, 940, 148, 181]
[281, 918, 253, 690, 299, 907, 775, 353]
[242, 96, 369, 684, 910, 661, 547, 215]
[604, 383, 985, 841, 751, 775, 299, 634]
[647, 566, 896, 318, 771, 803, 473, 299]
[427, 902, 415, 939, 437, 781, 132, 248]
[735, 275, 961, 121, 172, 606, 87, 729]
[846, 535, 351, 897, 458, 736, 471, 126]
[692, 855, 533, 899, 547, 385, 132, 297]
[411, 257, 287, 335, 698, 381, 987, 499]
[359, 472, 360, 485, 817, 75, 448, 965]
[882, 542, 192, 598, 164, 958, 549, 878]
[391, 321, 558, 453, 457, 430, 272, 697]
[93, 113, 590, 197, 193, 489, 560, 899]
[722, 793, 952, 523, 539, 435, 712, 331]
[634, 544, 582, 532, 316, 863, 763, 525]
[875, 872, 407, 107, 988, 510, 800, 260]
[186, 568, 340, 908, 229, 559, 769, 368]
[684, 995, 817, 631, 161, 953, 257, 451]
[449, 240, 126, 157, 950, 851, 447, 661]
[448, 388, 583, 277, 334, 332, 483, 293]
[213, 729, 855, 590, 929, 456, 921, 660]
[122, 726, 856, 305, 665, 252, 823, 847]
[906, 249, 721, 701, 292, 506, 966, 743]
[868, 860, 853, 140, 415, 230, 267, 666]
[609, 749, 100, 595, 869, 855, 280, 780]
[372, 966, 561, 251, 840, 827, 713, 582]
[554, 301, 206, 736, 938, 419, 135, 870]
[565, 789, 390, 570, 143, 433, 854, 260]
[357, 729, 108, 107, 620, 87, 284, 85]
[968, 530, 148, 751, 376, 585, 522, 220]
[672, 750, 603, 291, 656, 755, 586, 444]
